mtm;2022;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998
04413239;;;;;;;;;;;;;;;;;;;;;;;820400;772200;748100
04412402;;;;;;;;;;;;;;;;;;;;;689500;641200;596300;554600;515800
04417220;;;;;;;;;;;;;;;;;;;873000;844600;820400;796300;772200;748100;723900
04413220;;;;;;;;;;;;;;;;;;;;;;;748100;699800;651500
04413221;;;;;;;;;;;;;;;;;;;;;;;;;748100
04412226;;;;;;;;;;;;;;;;;;;;;;;820400;772200;748100
04413226;;;;;;;;;;;;;;;;;;;;;;;820400;772200;748100
04411234;;;;;;;;;;;;;;;;;;;;;;;748100;699800;651500
04413245;;;;;;;;;;;;;;;;;;;;;;;;796300;772200
04413243;;;;;;;;;;;;;;;;;;;;;;;;723900;699800
04413238;;;;;;;;;;;;;;;;;;;;;;;;723900;699800
04412241;;;;;;;;;;;;;;;;;;;;;;;748100;699800;651500
04413636;;;;;;;;;;;;;2668900;2552900;2436900;2309500;2194000;1526400;1419500;;;;;;
04412455;;;;;;;;;;;;;;;;;;;873000;844600;820400;796300;772200;748100;723900
04413455;;;;;;;;;;;;;;;;;;;;;;;748100;699800;651500
04415455;;;;;;;;;;;;;;;;;;;873000;844600;820400;796300;772200;748100;723900
04413459;;;;;;;;;;;;;;;;;;;921500;892800;868700;844600;820400;796300;772200
04413467;;;;;;;;;;;;;;;;;;;921500;892800;868700;844600;820400;796300;772200
04413469;;;;;;;;;;;;;;;;;;;921500;892800;868700;844600;820400;796300;772200
04413456;;;;;;;;;;;;;;;;;;;873000;844600;820400;796300;772200;748100;723900
04413458;;;;;;;;;;;;;;;;;;;921500;892800;868700;844600;820400;796300;772200
04413454;;;;;;;;;;;;;;;;;;;921500;892800;868700;844600;820400;796300;772200
04413461;;;;;;;;;;;;;;;;;;;897200;868700;844600;820400;796300;772200;748100
04413468;;;;;;;;;;;;;2715400;2599300;2483300;2355700;2240200;1542400;1434500;;;;;;
04413710;;;;;5261700;4938500;4668600;4401600;4218200;4015300;3832800;3632600;;;;;;;;;;;;;
04413598;;;;;;;;;;;;;2668900;2552900;2436900;2309500;2194000;1526400;1419500;;;;;;
04413648;;;;;;;;;;;;;2668900;2552900;2436900;2309500;2194000;1526400;1419500;;;;;;
04413654;;;;;;;;;;;;;2715400;2599300;2483300;2355700;2240200;1542400;1434500;;;;;;
04413908;8816600;8283100;7646400;6991900;;;;;;;;;;;;;;;;;;;;;
04413907;8412300;7888600;7257600;6610500;;;;;;;;;;;;;;;;;;;;;
04417906;7758700;6836800;6257800;5666100;;;;;;;;;;;;;;;;;;;;;
04417909;7758700;6836800;6257800;5666100;;;;;;;;;;;;;;;;;;;;;
04415569;;;;;;;;;;;;;;;;;;1067000;945700;917000;892800;868700;844600;820400;
04415709;;;;;5888100;5555900;5282900;5013000;4841800;4575100;4283000;4044300;3874800;;;;;;;;;;;;
04413602;;;;;;;;;;;;;3005500;2889400;2773400;2644400;2528900;1574600;1464300;;;;;;
04415602;;;;;;;;;;;;;3005500;2889400;2773400;2644400;2528900;1574600;1464300;;;;;;
04413655;;;;;;;;;;;;;3005500;2889400;2773400;2644400;2528900;1574600;1464300;;;;;;
04415655;;;;;;;;;;;;;3005500;2889400;2773400;2644400;2528900;1574600;1464300;;;;;;
04415519;;;;;;;;;;;;;;;;;;1067000;945700;917000;892800;868700;844600;820400;
04415649;;;;;;;;;;;;;3005500;2889400;2773400;2644400;2528900;1574600;1464300;;;;;;
04415632;;;;;;;;;;;;;;;;;;1067000;945700;917000;892800;868700;844600;820400;
04434320;;;;;;;;;;;;;;;;;;;;;689500;641200;596300;554600;515800
04434321;;;;;;;;;;;;;;;;;;;;;689500;641200;596300;554600;515800
04413039;;;;;;;;;;;;;;;;;;;;;689500;641200;596300;554600;515800
04413005;;;;;;;;;;;;;;;;;;;;;;;;;748100
04413517;;;;;;;;;;;;;;;;;;;921500;892800;868700;844600;820400;796300;772200
04413896;9247700;8546000;7905600;7246100;;;;;;;;;;;;;;;;;;;;;
04413895;9384500;8677500;8035200;7373200;;;;;;;;;;;;;;;;;;;;;
04413117;;;;;;;;;;;;;;;;;;;;;;;;;748100
04413711;;;;5974900;5587500;5259600;4988100;4719500;4475000;4210000;4015300;3802100;3632600;;;;;;;;;;;;
04413597;;;;;;;;;;;;;2761800;2645700;2529700;2401900;2286400;1558500;1449400;1379300;;;;;
04413631;;;;;;;;;;;;;2761800;2645700;2529700;2401900;2286400;1558500;1449400;1379300;;;;;
04413656;;;;;;;;;;;;;2761800;2645700;2529700;2401900;2286400;1558500;1449400;1379300;;;;;
04413664;;;;;;;;;;;;;2761800;2645700;2529700;2401900;2286400;1558500;1449400;1379300;;;;;
04415062;;;;;;;;;;;;;;;;;;;;;689500;641200;596300;554600;515800
04434324;;;;;;;;;;;;;;;;;;;;;689500;641200;596300;554600;515800
04413008;;;;;;;;;;;;;;;;;;;;;689500;641200;596300;554600;515800
04413501;;;;;;;;;;;;;;;;;;;873000;844600;820400;796300;772200;748100;723900
04402183;;;;;;;;;;;;;;;;;;;;294600;278200;257800;241400;233200;221000
04402198;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
04402185;;;;;;;;;;;;;;;;;;;;294600;278200;257800;241400;233200;221000
0281707;;;;;;;;;;;;;;;;;;;;294600;278200;257800;241400;233200;221000
0481707;;;;;;;;;;;;;;;;;;;;294600;278200;257800;241400;233200;221000
0281705;;;;;;;;;;;;;;;;;;;;294600;278200;257800;241400;233200;221000
0481705;;;;;;;;;;;;;;;;;;;;294600;278200;257800;241400;233200;221000
0271709;;;;;;;;;;;;;;;;;;;;;;;294600;278200;257800
0281706;;;;;;;;;;;;;;;;;;;;294600;278200;257800;241400;233200;221000
0481706;;;;;;;;;;;;;;;;;;;;294600;278200;257800;241400;233200;221000
0041797;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
0281709;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
0481709;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
0281710;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
0481710;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
0281712;;;;;;;;;;;;;;;;;;;;;;;;;253700
0481712;;;;;;;;;;;;;;;;;;;;;;;;;253700
04434401;;;;;;;;;;;;;;;;;;;;;;;294600;278200;257800
0281713;;;;;;;;;;;;;;;;;;;;;;;294600;278200;257800
0481713;;;;;;;;;;;;;;;;;;;;;;;294600;278200;257800
0281708;;;;;;;;;;;;;;;;;;;;;;;;;253700
0481708;;;;;;;;;;;;;;;;;;;;;;;;;253700
04434271;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
04404098;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
04402098;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
04434279;;;;;;;;;;;;;;;;;;;;;;;294600;278200;257800
0041780;;;;;;;;;;;;;;;;;;;;294600;278200;257800;241400;233200;221000
04434292;;;;;;;;;;;;;;;;;;;;294600;278200;257800;241400;233200;221000
0281755;;;;;;;;;;;;;;;;;;;;294600;278200;257800;241400;233200;221000
0481755;;;;;;;;;;;;;;;;;;;;294600;278200;257800;241400;233200;221000
0281767;;;;;;;;;;;;;;;;;;;;294600;278200;257800;241400;233200;221000
0481767;;;;;;;;;;;;;;;;;;;;294600;278200;257800;241400;233200;221000
0281773;;;;;;;;;;;;;;;;;;;;294600;278200;257800;241400;233200;221000
0481773;;;;;;;;;;;;;;;;;;;;294600;278200;257800;241400;233200;221000
0281756;;;;;;;;;;;;;;;;;;;;;;286400;278200;270100;266000
0481756;;;;;;;;;;;;;;;;;;;;;;286400;278200;270100;266000
0041759;;;;;;;;;;;;;;;;;;;;;;;;;212800
0441759;;;;;;;;;;;;;;;;;;;;;;;;;212800
0041760;;;;;;;;;;;;;;;;;;;;294600;278200;257800;241400;233200;221000
0281711;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
0481711;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
0041761;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
0281757;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
0481757;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
04402048;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
04402177;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
0041779;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
0041778;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
0441778;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
04402109;;;;;;;;;;;;;;;;;;;;;;;;;212800
04434289;;;;;;;;;;;;;;;;;;;;;;;;;212800
0281740;;;;;;;;;;;;;;;;;;;;;;;266000;253700;245500
0481740;;;;;;;;;;;;;;;;;;;;;;;266000;253700;245500
0281742;;;;;;;;;;;;;;;;;;;;;;;306900;278200;270100
0481742;;;;;;;;;;;;;;;;;;;;;;;306900;278200;270100
0281741;;;;;;;;;;;;;;;;;;;;;;;266000;253700;245500
0481741;;;;;;;;;;;;;;;;;;;;;;;266000;253700;245500
0281743;;;;;;;;;;;;;;;;;;;;;;;306900;278200;270100
0481743;;;;;;;;;;;;;;;;;;;;;;;306900;278200;270100
04434293;;;;;;;;;;;;;;;;;;;;;;;294600;278200;257800
04434297;;;;;;;;;;;;;;;;;;;;;;;294600;278200;257800
04434295;;;;;;;;;;;;;;;;;;;;;;;;;245500
04434294;;;;;;;;;;;;;;;;;;;;;;;;;245500
04434296;;;;;;;;;;;;;;;;;;;;;306900;257800;245500;237300;229100
04434298;;;;;;;;;;;;;;;;;;;;;;;294600;278200;257800
0041789;;;;;;;;;;;;;;;;;;;;;;;;4181700;3763600
0041790;;;;;;;;;;;;;;;;;;;;;;;;4181700;3763600
0041791;;;;;;;;;;;;;;;;;;;;;;;;4181700;3763600
04413020;;;;;;;;;;;;;;;;;;;411600;365700;341300;326700;307200;;
04430020;;;;;;;;;;;;;;;;;;;411600;365700;341300;326700;307200;;
04411020;;;;;;;;;;;;;;;;;;;411600;365700;341300;326700;307200;;
0281787;;;;;;;;;;;;;;;;;;;411600;365700;341300;326700;307200;;
04430536;;;;;;;;;;;;;;;;;;;411600;365700;341300;326700;307200;;
04430582;;;;;;;;;1430500;1344500;1265400;1180600;1121600;1062500;1023200;979000;939900;866900;446800;;;;;;
04412830;;;;;;;;;1450400;1364300;1285200;1200300;1141200;1082200;1042900;998600;959400;904600;460400;;;;;;
04430013;;;;;;;;;;;;;;;;;;;416500;375500;351100;331600;312100;307200;302300
04430578;;;;;;;;;;;;;;;;959400;920300;791500;439500;;;;371300;;
04430216;;;;;;;;;;;;;;;;;;;411600;365700;341300;326700;307200;;
04411216;;;;;;;;;;;;;;;;;;;411600;365700;341300;326700;307200;;
04430941;3982000;3262400;3068300;2865100;2619900;2461600;2349700;2103000;2023600;;;;;;;;;;;;;;;;
04430591;;;;;;;;;1430500;1344500;1265400;1180600;1121600;1062500;1023200;979000;939900;866900;446800;;;;;;
0041787;;;;;;;;;;;;;;;;;;;411600;365700;341300;326700;307200;;
0041764;;;;;;;;;;;;;;;;;;;411600;365700;341300;326700;307200;;
04434339;;;;;;;;;;;;;;;;;;;411600;365700;341300;326700;307200;;
0041765;;;;;;;;;;;;;;;;;;;411600;365700;341300;326700;307200;;
04430014;;;;;;;;;;;;;;;;;;;411600;365700;341300;326700;307200;;
04430102;;;;;;;;;;;;;;;;;;;411600;365700;341300;326700;307200;;
0041788;;;;;;;;;;;;;;;;;;;411600;365700;341300;326700;307200;;
04430758;;;;;;;;1467200;1393900;1314100;1259400;;;;;;;;;;;;;;
04430759;;;;;;;1603300;1522200;1448900;1368900;1314100;1162400;;;;;;;;;;;;;
04411034;;;;;;;;;;;;;;;;;;;;;;;312100;307200;302300
04411033;;;;;;;;;;;;;;;;;;;;;;;312100;307200;302300
04430384;;;;;;;;;;;;;;;;;;;;;;;312100;307200;302300
04411384;;;;;;;;;;;;;;;;;;;;;;;312100;307200;302300
02817BV;;;;;1653700;1537100;1455900;1393900;1338800;1277600;1241100;;;;;;;;;;;;;;
04817BV;;;;;1653700;1537100;1455900;1393900;1338800;1277600;1241100;;;;;;;;;;;;;;
04402782;;;;;1653700;1537100;1455900;1393900;1338800;1277600;1241100;;;;;;;;;;;;;;
02817BK;;;;;1785200;1666800;1566400;1503900;1448900;1387100;1332400;;;;;;;;;;;;;;
04402783;;;;;1785200;1666800;1566400;1503900;1448900;1387100;1332400;;;;;;;;;;;;;;
04817BK;;;;;1785200;1666800;1566400;1503900;1448900;1387100;1332400;;;;;;;;;;;;;;
02817BJ;;;;;1804000;1685300;1584900;1522200;1467200;1405400;1350600;;;;;;;;;;;;;;
04402784;;;;;1804000;1685300;1584900;1522200;1467200;1405400;1350600;;;;;;;;;;;;;;
04817BJ;;;;;1804000;1685300;1584900;1522200;1467200;1405400;1350600;;;;;;;;;;;;;;
04405833;;;;;;;;;;;;;;;;1084500;1048300;964700;;;;;;;
04405723;;;;;;1759400;1658600;1558900;1485600;1423600;1350600;1289600;1253200;;;;;;;;;;;;
04405653;;;;;;;;;;;;1216900;1162400;1126100;1089800;1048300;1030200;;;;;;;;
04405721;;;;;;1555600;1446700;1375500;1293000;1232000;1168100;1117000;1053500;1009900;961900;925300;;;;;;;;;
04405663;;;;;;1555600;1446700;1375500;1293000;1232000;1168100;1117000;1053500;1009900;961900;925300;;;;;;;;;
04405724;;;;;;;;1448900;1366300;1305000;1241100;1189700;1126100;;;;;;;;;;;;
04405635;;;;;;;;;;;;;1126100;1089800;1071600;1048300;1030200;980500;;;;;;;
04405722;;;;;;;;;;;1314100;1262300;1216900;;;;;;;;;;;;
0041792;;;;;;;;;;;;;;;;;;;;;;1926700;1830400;1708300;1609700
04402684;;;;;;;;;;;;1107900;1071600;1053500;;;;;;;;;;;
04402740;;;;;;1814900;1713900;1613900;1430500;1350600;1277600;1198800;;;;;;;;;;;;;
04402741;;;;;1973200;1852000;1750700;1650600;1467200;1387100;1314100;1235100;;;;;;;;;;;;;
04402688;;;;;;;;;;;;1144300;1107900;1089800;;;;;;;;;;;
04402739;;;;;1879200;1759400;1658600;1558900;1375500;1295900;1222900;1144300;;;;;;;;;;;;;
04402738;;;;;;;;;;1332400;1277600;1198800;;;;;;;;;;;;;
04404754;;;;;;;;;;;;;;;;;;;;;;;294600;287100;279500
04402421;;;;;;;;;;;;;;;;;;;303700;294600;287100;279500;271900;264400;256800
04402420;;;;;;;;;;;;;;;;;;;;;;264400;256800;253100;245500
04402445;;;;;;;;;;;;;;;;;;;;;;;283300;275700;268200
04402422;;;;;;;;;;;;;;;;;;;;;;290800;283300;275700;268200
0281752;;;;;;;;;;;;;;;;;;;303700;294600;287100;279500;271900;264400;256800
0481752;;;;;;;;;;;;;;;;;;;303700;294600;287100;279500;271900;264400;256800
04402435;;;;;;;;;;;;;;;;;;;;;;;283300;275700;268200
0481786;;;;;;;;;;;;;;;;497000;479000;427000;300500;286400;277000;267500;258100;;
0281786;;;;;;;;;;;;;;;;497000;479000;427000;300500;286400;277000;267500;258100;;
04404533;;;;;;;;;;;;;;;;497000;479000;427000;300500;286400;277000;267500;258100;;
04402533;;;;;;;;;;;;;;;;497000;479000;427000;300500;286400;277000;267500;258100;;
0481785;;;;;;;;;;;;;;;;;;;303700;294600;287100;279500;271900;264400;256800
0281785;;;;;;;;;;;;;;;;;;;303700;294600;287100;279500;271900;264400;256800
04402529;;;;;;;;;;;;;;;;;;;303700;294600;287100;279500;271900;264400;256800
04404449;;;;;;;;;;;;;;;;;;;;;;;302200;294600;287100
0281754;;;;;;;;;;;;;;;;;;;;;;290800;283300;275700;268200
0481754;;;;;;;;;;;;;;;;;;;;;;290800;283300;275700;268200
0281753;;;;;;;;;;;;;;;;;;;;;;290800;283300;275700;268200
0481753;;;;;;;;;;;;;;;;;;;;;;290800;283300;275700;268200
0281751;;;;;;;;;;;;;;;;;;;;;;264400;256800;253100;245500
0481751;;;;;;;;;;;;;;;;;;;;;;264400;256800;253100;245500
04402580;;;;;;;;;;;;;;;;469900;451900;395400;243600;236100;;;;;
04402479;;;;;;;;;;;;;;;;;;;;;;271900;264400;256800;249300
04404429;;;;;;;;;;;;;;;;;;;;;;;294600;287100;279500
04402443;;;;;;;;;;;;;;;;;;;;;;271900;264400;256800;249300
04402540;;;;;;;;;;;;;;;;;;;;;;;283300;275700;268200
04404425;;;;;;;;;;;;;;;;;;;;;;;283300;275700;268200
04402425;;;;;;;;;;;;;;;;;;;;;;;283300;275700;268200
04402426;;;;;;;;;;;;;;;;;;;;;;;283300;275700;268200
04404614;;;;;;;;;;;;;;;;;;;;;;;283300;275700;268200
04404534;;;;;;;;;;;;;;;;;;;341600;332400;324800;317300;309700;;
04404531;;;;;;;;;;;;;;;;;;;341600;332400;324800;317300;309700;;
04405849;2665300;2592800;2376900;2168300;1987300;1821400;1685600;;;;;;;;;;;;;;;;;;
04405848;2966100;2750700;2528200;2306300;2113800;1937300;1792900;;;;;;;;;;;;;;;;;;
04405930;2966100;2714700;;;;;;;;;;;;;;;;;;;;;;;
04404551;;;;;;;;;;;;;;;;;;;;302200;290800;279500;268200;;
04430810;3982000;3262400;3068300;2865100;2619900;2461600;2349700;2103000;2023600;;;;;;;;;;;;;;;;
02817BS;;;;;;1685300;1566400;1467200;1357200;1277600;967300;908200;871800;;;;;;;;;;;;
04817BS;;;;;;1685300;1566400;1467200;1357200;1277600;967300;908200;871800;;;;;;;;;;;;
02817BT;;;;;;1777900;1658600;1558900;1448900;1368900;1203300;1162200;;;;;;;;;;;;;
04817BT;;;;;;1777900;1658600;1558900;1448900;1368900;1203300;1162200;;;;;;;;;;;;;
02817BY;;;;;;1814900;1695400;1595600;1485600;1405400;1259400;1197500;;;;;;;;;;;;;
04817BY;;;;;;1814900;1695400;1595600;1485600;1405400;1259400;1197500;;;;;;;;;;;;;
02817BZ;;;;;;1777900;1713900;1595600;1485600;1405400;1332400;;;;;;;;;;;;;;
04817BZ;;;;;;1777900;1713900;1595600;1485600;1405400;1332400;;;;;;;;;;;;;;
04405835;;;;;;1481600;1390100;1331000;1278600;1209800;1178500;1152100;1131300;;;;;;;;;;;;
04455815;;;;;;1351900;1308400;1265500;1214000;;;;;;;;;;;;;;;;
04405836;;;;;;;1442700;1383400;1310000;1262000;1241100;1214300;;;;;;;;;;;;;
04405834;;;;;;;1400600;1341500;1268100;1220200;1189000;1162400;1141700;;;;;;;;;;;;
02817AY;;;;;1852300;1683500;1574300;1466300;1345800;1299300;1239400;;;;;;;;;;;;;;
04817AY;;;;;1852300;1683500;1574300;1466300;1345800;1299300;1239400;;;;;;;;;;;;;;
02817BN;;;;;;1825500;1715600;1606900;1526600;1419300;1319300;;;;;;;;;;;;;;
04817BN;;;;;;1825500;1715600;1606900;1526600;1419300;1319300;;;;;;;;;;;;;;
04422715;;;;;;;;;;;;925000;895200;855400;825600;811600;791800;;;;;;;;
04405715;;;;;;;;;;;;944900;915100;875300;;;;;;;;;;;
04422661;;;;;;;;;1124900;989500;929500;885200;845400;825600;805700;781900;;;;;;;;;
04422662;;;;;;;;;1124900;989500;929500;885200;845400;825600;805700;781900;;;;;;;;;
04405662;;;;;;;;;1144900;1009500;949500;905100;865300;845400;825600;801700;;;;;;;;;
04422718;;;;;;;;;;;1079500;1034400;994600;;;;;;;;;;;;
04405718;;;;;;;;;;;1079500;1034400;994600;;;;;;;;;;;;
04422361;;;;;;;;;;;;;;;;;;;;;;403300;392600;381800;371100
04422362;;;;;;;;;;;;;;;;;;;;;;419500;408700;398000;387200
04405362;;;;;;;;;;;;;;;;;;;;;;457100;446400;435600;424800
04422640;;;;;;;;;;;;;;875300;855400;831400;811600;;;;;;;;
04405640;;;;;;;;;;;;;954900;915100;875300;851200;831400;;;;;;;;
04422229;;;;;;;;;;;;;;;;;;;;;;451700;441000;430200;419500
04405229;;;;;;;;;;;;;;;;;;;;;;451700;441000;430200;419500
04422407;;;;;;;;;;;;;;;;;;;;;;451700;441000;430200;419500
04404713;;;;;;;;;1747600;1679100;1579200;1492000;1372600;;;;;;;;;;;;
04404818;;;;;;;;;1747600;1679100;1579200;1492000;1372600;;;;;;;;;;;;
04404796;;;;;;;;;1787700;1719100;1619200;1531700;1412400;;;;;;;;;;;;
04404642;;;;;;;;;;;;;;1054300;1014500;989800;970000;601300;559200;;;;;;
04404612;;;;;;;;;;;;1332800;1253200;1193600;1153800;1108600;1088800;668100;641400;;;;;;
04404679;;;;;;;;;;;;;1273100;1213500;1173700;;;;;;;;;;
04405755;;;;;1852300;1683500;1574300;1466300;1345800;1299300;1239400;;;;;;;;;;;;;;
04422496;;;;;;;;;;;;;;;;;;;;;;403300;392600;381800;371100
04405496;;;;;;;;;;;;;;;;;;;;;;408700;398000;387200;
04422247;;;;;;;;;;;;;;;;;;;;;;408700;398000;387200;376400
04405247;;;;;;;;;;;;;;;;;;;;;;414100;403300;392600;381800
04422513;;;;;;;;;;;;;;;;;;;;;;408700;398000;387200;376400
04405513;;;;;;;;;;;;;;;;;;;;;;414100;403300;392600;381800
04422507;;;;;;;;;;;;;;;;;;;;;;419500;408700;398000;387200
04405507;;;;;;;;;;;;;;;;;;;;;;430200;419500;408700;398000
0281720;;;;;;;;;;;;;;;;;;;;;;408700;398000;387200;376400
0481720;;;;;;;;;;;;;;;;;;;;;;408700;398000;387200;376400
0281724;;;;;;;;;;;;;;;;;;;;;;414100;403300;392600;381800
0481724;;;;;;;;;;;;;;;;;;;;;;414100;403300;392600;381800
02817AK;;;;;;;;;;;;;;;;;;;;;;419500;408700;398000;387200
04817AK;;;;;;;;;;;;;;;;;;;;;;419500;408700;398000;387200
0281721;;;;;;;;;;;;;;;;;;;;;;419500;408700;398000;387200
0481721;;;;;;;;;;;;;;;;;;;;;;419500;408700;398000;387200
0281725;;;;;;;;;;;;;;;;;;;;;;430200;419500;408700;398000
0481725;;;;;;;;;;;;;;;;;;;;;;430200;419500;408700;398000
04422645;;;;;;;;;;;;925000;895200;855400;825600;811600;791800;;;;;;;;
04405645;;;;;;;;;;;;964800;935000;895200;865300;851200;831400;;;;;;;;
04422604;;;;;;;;;;;;;;;785800;762100;742300;471100;438200;;;;;;
04405604;;;;;;;;;;;;;;855400;795700;772000;752200;485000;451000;;;;;;
04422643;;;;;;;;;;;;;;;;732400;712600;;;;;;;;
04405643;;;;;;;;;;;;;;;;732400;712600;;;;;;;;
04422542;;;;;;;;;;;;;;;;;;;443100;430200;419500;408700;;;
04405542;;;;;;;;;;;;;;;;;;;486400;457100;446400;430200;;;
04422541;;;;;;;;;;;;;;;;;;;486400;473200;462500;451700;;;
04405541;;;;;;;;;;;;;;;;;;;497200;484000;473200;462500;;;
0281794;;;;;;;;;;;;;;;;;;;486400;473200;462500;451700;;;
0481794;;;;;;;;;;;;;;;;;;;486400;473200;462500;451700;;;
0281795;;;;;;;;;;;;;;;;;;;497200;484000;473200;462500;;;
0481795;;;;;;;;;;;;;;;;;;;497200;484000;473200;462500;;;
0281792;;;;;;;;;;;;;;;;;;;443100;430200;419500;408700;;;
0481792;;;;;;;;;;;;;;;;;;;443100;430200;419500;408700;;;
0281793;;;;;;;;;;;;;;;;;;;486400;457100;446400;430200;;;
0481793;;;;;;;;;;;;;;;;;;;486400;457100;446400;430200;;;
04405756;;;;;;1825500;1715600;1606900;1526600;1419300;1319300;;;;;;;;;;;;;;
04405767;;;;;;1866100;1756000;1647100;1566800;1439300;1339300;;;;;;;;;;;;;;
04422538;;;;;;;;;;;;;;;;;;;443100;430200;419500;408700;349600;;
04405538;;;;;;;;;;;;;;;;;;;454000;441000;430200;419500;382500;;
0281790;;;;;;;;;;;;;;;;;;;443100;430200;419500;408700;349600;;
0481790;;;;;;;;;;;;;;;;;;;443100;430200;419500;408700;349600;;
0281791;;;;;;;;;;;;;;;;;;;454000;441000;430200;419500;382500;;
0481791;;;;;;;;;;;;;;;;;;;454000;441000;430200;419500;382500;;
04422552;;;;;;;;;;;;;;;;;;;;446400;435600;424800;;;
04405552;;;;;;;;;;;;;;;;;;;;462500;451700;441000;;;
04422660;;;;;;;;;1124900;989500;929500;885200;845400;825600;805700;781900;;;;;;;;;
04422689;;;;;;;;;1124900;989500;929500;885200;845400;825600;805700;781900;;;;;;;;;
02817CC;;;;;1626000;1511100;1443100;1375900;1325700;989500;929500;885200;845400;825600;805700;781900;;;;;;;;;
04405689;;;;;1626000;1511100;1443100;1375900;1325700;989500;929500;885200;845400;825600;805700;781900;;;;;;;;;
02817CD;;;;;;;;;1124900;989500;929500;885200;845400;825600;805700;781900;;;;;;;;;
04817CD;;;;;;;;;1124900;989500;929500;885200;845400;825600;805700;781900;;;;;;;;;
04817CC;;;;;1626000;1511100;1443100;1375900;1325700;989500;929500;885200;845400;825600;805700;781900;;;;;;;;;
04405839;;;;;1626000;1511100;1443100;1375900;1325700;989500;929500;885200;845400;825600;805700;781900;;;;;;;;;
04422587;;;;;;;;;;;;;;;;692900;673100;471100;438200;405500;377100;350700;326200;;
04405587;;;;;;;;;;;;;;;;712600;692900;485000;451000;417400;388200;361000;335800;;
02817AX;;;;;;;;;1124900;989500;929500;885200;845400;825600;805700;781900;;;;;;;;;
04817AX;;;;;;;;;1124900;989500;929500;885200;845400;825600;805700;781900;;;;;;;;;
02817AT;;;;;1626000;1511100;1443100;1375900;1325700;989500;929500;885200;845400;825600;805700;781900;;;;;;;;;
04817AT;;;;;1626000;1511100;1443100;1375900;1325700;989500;929500;885200;845400;825600;805700;781900;;;;;;;;;
02817AN;;;;;;;;;1124900;989500;929500;885200;845400;825600;805700;781900;;;;;;;;;
04817AN;;;;;;;;;1124900;989500;929500;885200;845400;825600;805700;781900;;;;;;;;;
02817AP;;;;;;;;;1144900;1009500;949500;905100;865300;845400;825600;801700;;;;;;;;;
04817AP;;;;;;;;;1144900;1009500;949500;905100;865300;845400;825600;801700;;;;;;;;;
04422405;;;;;;;;;;;;;;;;;;;;;;451700;441000;430200;419500
04405405;;;;;;;;;;;;;;;;831400;811600;554300;515500;;;;;;
0281722;;;;;;;;;;;;;;;;;;;;;;451700;441000;430200;419500
0481722;;;;;;;;;;;;;;;;;;;;;;451700;441000;430200;419500
0281726;;;;;;;;;;;;;;;;;;;;;;451700;441000;430200;419500
0481726;;;;;;;;;;;;;;;;;;;;;;451700;441000;430200;419500
0281723;;;;;;;;;;;;;;;;;;;;;;457100;446400;435600;424800
0481723;;;;;;;;;;;;;;;;;;;;;;457100;446400;435600;424800
0281727;;;;;;;;;;;;;;;;;;;;;;457100;446400;435600;424800
0481727;;;;;;;;;;;;;;;;;;;;;;457100;446400;435600;424800
04422596;;;;;;;;;;;;;;;;811600;791800;540400;502600;;;;;;
04405596;;;;;;;;;;;;;;;;831400;811600;554300;515500;;;;;;
0281760;;;;;;;;;;;;;;;;;;;;;;403300;392600;381800;371100
